folder_nums,ksl_sen
2,"['우산', '잃어버리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['우산', '잃어버리다']"
2,"['우산', '실종']"
2,"['우산', '실종']"
2,"['우산', '실종']"
2,"['우산', '없다', '잃어버리다']"
2,"['우산', '없다', '잃어버리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['우산', '없다', '잃어버리다']"
2,"['우산', '실종']"
2,"['우산', '잃어버리다']"
2,"['열쇠', '실종', '잃어버리다']"
2,"['우산', '잃어버리다']"
2,"['우산', '없다', '실종']"
2,"['우산', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '잃어버리다', '실종']"
2,"['지갑', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['지갑', '없다', '잃어버리다']"
2,"['지갑', '없다', '잃어버리다']"
2,"['지갑', '실종']"
2,"['지갑', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '실종', '잃어버리다']"
2,"['우산', '잃어버리다', '실종']"
2,"['지갑', '없다', '잃어버리다']"
2,"['지갑', '잃어버리다']"
2,"['지갑', '없다', '잃어버리다']"
2,"['지갑', '잃어버리다']"
2,"['지갑', '잃어버리다']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '실종', '잃어버리다']"
2,"['지갑', '없다', '잃어버리다']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '없다', '실종']"
2,"['지갑', '실종']"
2,"['지갑', '실종']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '실종']"
2,"['지갑', '없다', '실종']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '실종']"
2,"['지갑', '없다', '실종']"
2,"['지갑', '없다', '실종']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '없다', '실종']"
2,"['지갑', '잃어버리다', '실종']"
2,"['카드', '잃어버리다']"
2,"['지갑', '실종', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['카드', '없다', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['지갑', '잃어버리다', '실종']"
2,"['카드', '없다', '잃어버리다']"
2,"['지갑', '잃어버리다', '실종']"
2,"['카드', '없다', '잃어버리다']"
2,"['지갑', '실종', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['카드', '없다', '잃어버리다']"
2,"['지갑', '실종', '잃어버리다']"
2,"['지갑', '잃어버리다', '실종']"
2,"['지갑', '잃어버리다', '실종']"
2,"['지갑', '실종', '잃어버리다']"
2,"['카드', '없다', '잃어버리다']"
2,"['지갑', '실종', '잃어버리다']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '실종']"
2,"['카드', '찾다', '실종']"
2,"['우회전', '맞다']"
2,"['카드', '잃어버리다', '실종']"
2,"['우회전', '맞다']"
2,"['카드', '실종', '잃어버리다']"
2,"['카드', '실종', '잃어버리다']"
2,"['카드', '실종', '잃어버리다']"
2,"['우회전', '맞다']"
2,"['카드', '잃어버리다', '실종']"
2,"['카드', '실종', '잃어버리다']"
2,"['우회전', '맞다']"
2,"['카드', '실종', '잃어버리다']"
2,"['카드', '잃어버리다', '실종']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['카드', '잃어버리다', '실종']"
2,"['카드', '잃어버리다', '실종']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['우회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['우산', '실종']"
2,"['우산', '실종']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['우산', '없다', '실종']"
2,"['우산', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '실종']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['좌회전', '확인', '맞다']"
2,"['우산', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '없다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['우산', '사라지다', '실종']"
2,"['우산', '실종', '잃어버리다']"
2,"['우산', '잃어버리다', '실종']"
2,"['우산', '찾다', '실종']"
2,"['사진기', '없다', '잃어버리다']"
2,"['사진기', '없다', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['사진기', '잃어버리다']"
2,"['사진기', '없다', '잃어버리다']"
2,"['사진기', '없다', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['사진기', '잃어버리다']"
2,"['사진기', '잃어버리다']"
2,"['사진기', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['사진기', '없다', '잃어버리다']"
2,"['우산', '실종', '잃어버리다']"
2,"['사진기', '잃어버리다']"
2,"['사진기', '사라지다', '실종']"
2,"['사진기', '실종']"
2,"['사진기', '찾다', '실종']"
2,"['사진기', '사라지다', '실종']"
2,"['사진기', '사라지다', '실종']"
2,"['사진기', '없다', '실종']"
2,"['사진기', '실종']"
2,"['사진기', '실종']"
2,"['사진기', '없다', '실종']"
2,"['사진기', '실종']"
2,"['사진기', '찾다', '실종']"
2,"['사진기', '사라지다', '실종']"
2,"['사진기', '찾다', '실종']"
2,"['사진기', '없다', '실종']"
2,"['사진기', '찾다', '실종']"
2,"['사진기', '실종']"
2,"['사진기', '없다', '실종']"
2,"['사진기', '찾다', '실종']"
2,"['사진기', '없다', '실종']"
2,"['가방', '실종']"
2,"['가방', '없다', '잃어버리다']"
2,"['가방', '잃어버리다']"
2,"['가방', '실종']"
2,"['가방', '없다', '잃어버리다']"
2,"['가방', '실종']"
2,"['가방', '잃어버리다']"
2,"['가방', '없다', '잃어버리다']"
2,"['가방', '실종']"
2,"['가방', '없다', '잃어버리다']"
2,"['가방', '잃어버리다']"
2,"['가방', '잃어버리다']"
2,"['가방', '잃어버리다']"
2,"['가방', '없다', '실종']"
2,"['가방', '없다', '잃어버리다']"
2,"['가방', '실종']"
2,"['사진기', '사라지다', '실종']"
2,"['가방', '사라지다', '실종']"
2,"['가방', '찾다', '실종']"
2,"['가방', '없다', '실종']"
2,"['가방', '사라지다', '실종']"
2,"['가방', '잃어버리다', '실종']"
2,"['가방', '잃어버리다', '실종']"
2,"['가방', '찾다', '실종']"
2,"['가방', '잃어버리다', '실종']"
2,"['가방', '찾다', '실종']"
2,"['가방', '없다', '실종']"
2,"['가방', '잃어버리다', '실종']"
2,"['가방', '사라지다', '실종']"
2,"['가방', '사라지다', '실종']"
2,"['가방', '실종', '잃어버리다']"
2,"['가방', '없다', '실종']"
2,"['가방', '실종', '잃어버리다']"
2,"['가방', '찾다', '실종']"
2,"['가방', '없다', '실종']"
2,"['가방', '잃어버리다', '실종']"
2,"['가방', '사라지다', '실종']"
2,"['가방', '찾다', '실종']"
2,"['아이', '잃어버리다']"
2,"['아이', '없다', '잃어버리다']"
2,"['아이', '잃어버리다']"
2,"['아이', '없다', '잃어버리다']"
2,"['가방', '실종', '잃어버리다']"
2,"['아이', '없다', '잃어버리다']"
2,"['아이', '실종']"
2,"['아이', '실종']"
2,"['아이', '실종']"
2,"['아이', '실종']"
2,"['아이', '잃어버리다']"
2,"['가방', '실종', '잃어버리다']"
2,"['아이', '없다', '잃어버리다']"
2,"['아이', '잃어버리다']"
2,"['아이', '잃어버리다']"
2,"['아이', '실종']"
2,"['아이', '없다', '잃어버리다']"
2,"['가방', '실종', '잃어버리다']"
2,"['아이', '사라지다', '실종']"
2,"['아이', '잃어버리다', '실종']"
2,"['아이', '찾다', '실종']"
2,"['아이', '사라지다', '실종']"
2,"['아이', '찾다', '실종']"
2,"['아이', '사라지다', '실종']"
2,"['아이', '사라지다', '실종']"
2,"['아이', '찾다', '실종']"
2,"['아이', '사라지다', '실종']"
2,"['아이', '없다', '실종']"
2,"['아이', '찾다', '실종']"
2,"['아이', '없다', '실종']"
2,"['아이', '없다', '실종']"
2,"['아이', '잃어버리다', '실종']"
2,"['아이', '찾다', '실종']"
2,"['아이', '없다', '실종']"
2,"['아이', '없다', '실종']"
2,"['아이', '잃어버리다', '실종']"
2,"['아이', '잃어버리다', '실종']"
2,"['아이', '잃어버리다', '실종']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '잃어버리다', '실종']"
2,"['지갑', '잃어버리다', '실종']"
2,"['아이', '실종', '잃어버리다']"
2,"['지갑', '찾다', '실종']"
2,"['아이', '실종', '잃어버리다']"
2,"['지갑', '찾다', '실종']"
2,"['지갑', '찾다', '실종']"
2,"['아이', '실종', '잃어버리다']"
2,"['지갑', '찾다', '실종']"
2,"['아이', '실종', '잃어버리다']"
2,"['지갑', '잃어버리다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '잃어버리다', '실종']"
2,"['아이', '실종', '잃어버리다']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '사라지다', '실종']"
2,"['지갑', '잃어버리다', '실종']"
2,"['안경', '찾다', '실종']"
2,"['안경', '잃어버리다', '실종']"
2,"['안경', '찾다', '실종']"
2,"['안경', '사라지다', '실종']"
2,"['안경', '사라지다', '실종']"
2,"['지갑', '실종', '잃어버리다']"
2,"['안경', '잃어버리다', '실종']"
2,"['안경', '찾다', '실종']"
2,"['안경', '찾다', '실종']"
2,"['지갑', '실종', '잃어버리다']"
2,"['지갑', '실종', '잃어버리다']"
2,"['지갑', '실종', '잃어버리다']"
2,"['안경', '사라지다', '실종']"
2,"['안경', '사라지다', '실종']"
2,"['안경', '사라지다', '실종']"
2,"['안경', '찾다', '실종']"
2,"['지갑', '실종', '잃어버리다']"
2,"['핸드폰', '실종']"
2,"['안경', '실종', '잃어버리다']"
2,"['안경', '실종', '잃어버리다']"
2,"['핸드폰', '없다', '잃어버리다']"
2,"['핸드폰', '없다', '잃어버리다']"
2,"['핸드폰', '없다', '잃어버리다']"
2,"['안경', '실종', '잃어버리다']"
2,"['핸드폰', '잃어버리다']"
2,"['안경', '실종', '잃어버리다']"
2,"['안경', '잃어버리다', '실종']"
2,"['안경', '실종', '잃어버리다']"
2,"['안경', '잃어버리다', '실종']"
2,"['핸드폰', '없다', '잃어버리다']"
2,"['안경', '잃어버리다', '실종']"
2,"['핸드폰', '없다', '잃어버리다']"
2,"['핸드폰', '잃어버리다']"
2,"['핸드폰', '잃어버리다']"
2,"['핸드폰', '잃어버리다']"
2,"['핸드폰', '잃어버리다']"
2,"['핸드폰', '찾다', '실종']"
2,"['핸드폰', '찾다', '실종']"
2,"['핸드폰', '실종']"
2,"['핸드폰', '실종']"
2,"['핸드폰', '사라지다', '실종']"
2,"['핸드폰', '사라지다', '실종']"
2,"['핸드폰', '없다', '실종']"
2,"['핸드폰', '없다', '실종']"
2,"['핸드폰', '사라지다', '실종']"
2,"['핸드폰', '실종']"
2,"['핸드폰', '찾다', '실종']"
2,"['핸드폰', '찾다', '실종']"
2,"['핸드폰', '사라지다', '실종']"
2,"['핸드폰', '없다', '실종']"
2,"['핸드폰', '실종']"
2,"['핸드폰', '찾다', '실종']"
2,"['핸드폰', '없다', '실종']"
2,"['핸드폰', '없다', '실종']"
2,"['핸드폰', '잃어버리다', '실종']"
2,"['카드', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['핸드폰', '실종', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['카드', '잃어버리다']"
2,"['핸드폰', '사라지다', '실종']"
2,"['핸드폰', '잃어버리다', '실종']"
2,"['핸드폰', '잃어버리다', '실종']"
2,"['핸드폰', '실종', '잃어버리다']"
2,"['핸드폰', '실종', '잃어버리다']"
2,"['핸드폰', '잃어버리다', '실종']"
2,"['카드', '잃어버리다']"
2,"['핸드폰', '실종', '잃어버리다']"
2,"['핸드폰', '실종', '잃어버리다']"
2,"['핸드폰', '잃어버리다', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '없다', '잃어버리다']"
2,"['카드', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '없다', '실종']"
2,"['카드', '찾다', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '없다', '잃어버리다']"
2,"['카드', '실종']"
2,"['카드', '없다', '잃어버리다']"
2,"['카드', '없다', '실종']"
2,"['카드', '실종']"
2,"['카드', '없다', '잃어버리다']"
2,"['카드', '없다', '잃어버리다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['카드', '사라지다', '실종']"
2,"['유턴', '맞다']"
2,"['카드', '사라지다', '실종']"
2,"['카드', '사라지다', '실종']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,['차밀리다']
2,"['유턴', '맞다']"
2,"['차밀리다', '기다리다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,['차밀리다']
2,"['유턴', '맞다']"
2,"['차밀리다', '기다리다']"
2,"['차밀리다', '기다리다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['유턴', '맞다']"
2,"['차밀리다', '기다리다']"
2,"['유턴', '맞다']"
2,"['차밀리다', '기다리다']"
2,"['유턴', '맞다']"
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '기다리다']"
2,"['차밀리다', '시간', '괜찮다']"
2,"['차밀리다', '시간', '괜찮다']"
2,"['차밀리다', '시간', '괜찮다']"
2,"['차밀리다', '심하다']"
2,"['차밀리다', '심하다']"
2,['차밀리다']
2,"['차밀리다', '기다리다']"
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '시간', '괜찮다']"
2,"['차밀리다', '심하다']"
2,"['차밀리다', '시간', '괜찮다']"
2,['차밀리다']
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '기다리다']"
2,"['차밀리다', '심하다']"
2,['차밀리다']
2,"['차밀리다', '심하다']"
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '시간', '괜찮다']"
2,"['차밀리다', '괜찮다']"
2,['차밀리다']
2,['차밀리다']
2,"['차밀리다', '시간', '괜찮다']"
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '심하다']"
2,"['차밀리다', '괜찮다']"
2,['차밀리다']
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '심하다']"
2,"['차밀리다', '기다리다']"
2,"['차밀리다', '심하다']"
2,"['차밀리다', '기다리다']"
2,['차밀리다']
2,"['차밀리다', '괜찮다']"
2,"['차밀리다', '심하다']"
2,['차밀리다']
2,"['차밀리다', '심하다']"
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,"['차밀리다', '시간', '괜찮다']"
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,"['차밀리다', '시간', '괜찮다']"
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,"['차밀리다', '시간', '괜찮다']"
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
2,['돈']
